timestep,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9
370,0.6343929171562195,-0.773010790348053,1.0,0.0,-0.01627635955810547,0.09604869037866592,0.030698195099830627,-0.039147041738033295,0.03062361478805542,-0.06271182000637054,-0.1284666657447815,0.03441963344812393,0.08766411989927292,0.012127685360610485,0.06630896776914597,-0.043107837438583374,-0.05296437069773674,0.03254585713148117,0.11708969622850418,-0.09454883635044098,0.030092742294073105,-0.05640711262822151,-0.01275351457297802,0.01025532279163599,-0.07508605718612671,-0.13167615234851837,-2.1308605670928955,0.3253087103366852,-0.8807369470596313,0.04017125442624092,-0.1263256072998047,-1.0569335222244263,-0.3882351219654083,0.17565670609474182,-2.9149837493896484,-0.6622487902641296,-0.21380111575126648,0.2871733009815216,-0.02518780529499054,0.000617829617112875,0.030836056917905807,-0.05822797119617462,0.18321454524993896,-0.06728819757699966,0.029327623546123505,-1.906076192855835,-0.3392433524131775,2.220564126968384,-0.6544893383979797,-0.8005199432373047,-1.252712368965149,0.016435610130429268,-0.009261204861104488,-0.02981295995414257,0.10591036826372147,-0.046547986567020416,-0.07198885828256607,0.024511341005563736,-0.0243427362293005,-0.04015760496258736,0.1166645735502243,-1.1433327198028564,0.5025953650474548,0.09642357379198074,-2.2584989070892334,6.099117279052734,0.5545636415481567,-0.14549310505390167,0.12651517987251282,-0.46391060948371887,-0.0512697696685791,1.0248446464538574,-0.3469492197036743,0.1859855353832245,-0.8988766670227051,16.479751586914062,-1.6946945190429688,10.428829193115234,-3.2810497283935547,-7.951386451721191,-2.0178651809692383
380,0.5555700063705444,-0.8314697742462158,1.0,0.0,-0.01676630973815918,0.10289444774389267,-0.07535548508167267,-0.037489861249923706,0.08255423605442047,-0.09095683693885803,-0.1354125738143921,-0.020044749602675438,0.023927047848701477,0.10951121151447296,0.05329985171556473,0.008176367729902267,-0.01963863894343376,-0.0036971373483538628,0.0015121023170650005,-0.0029330290853977203,-0.044926367700099945,-0.0069145094603300095,-0.030308539047837257,0.2241959273815155,0.2989906668663025,0.30910447239875793,-2.510708808898926,0.6397134065628052,-0.7577892541885376,0.3049287796020508,-0.8077321648597717,0.0437643826007843,-0.3793531358242035,1.2887226343154907,-2.2034385204315186,-0.19307470321655273,0.03947697952389717,-0.026365865021944046,-0.02862837351858616,0.006392157636582851,0.04115680605173111,-0.05056068301200867,0.31212934851646423,-0.11381132155656815,0.26062238216400146,-2.208968162536621,-0.2682815194129944,2.290811538696289,-0.8368099331855774,-0.8958685398101807,-1.3923274278640747,0.006876134779304266,-0.003729826072230935,-0.02956492267549038,0.09422051161527634,-0.054023489356040955,-0.06555771082639694,0.023925265297293663,-0.023173218593001366,-0.04547276347875595,0.11402391642332077,-0.7109431028366089,0.6378352046012878,0.05888133868575096,-1.5629485845565796,6.094608306884766,0.615513801574707,0.03360079228878021,0.02038121223449707,-0.5484141111373901,0.009435594081878662,1.135804295539856,-0.22536444664001465,0.17711549997329712,-0.7784602642059326,16.095523834228516,-1.9129581451416016,11.017494201660156,-3.6566402912139893,-9.209300994873047,-2.3230831623077393
390,0.47139641642570496,-0.8819214701652527,1.0,0.0,-0.016963720321655273,0.11971132457256317,-0.022969555109739304,-0.06517092138528824,0.014893131330609322,-0.05835457146167755,-0.11786806583404541,0.02705555036664009,0.021355245262384415,0.15143156051635742,0.045141007751226425,0.03169849514961243,0.028495337814092636,-0.013014167547225952,-0.0671657919883728,-0.0054768449626863,-0.09445962309837341,0.043504536151885986,-0.04318759962916374,0.25030791759490967,0.29686662554740906,0.6427332162857056,-1.9975836277008057,0.9716189503669739,-0.6922610402107239,0.6277358531951904,-1.1864582300186157,0.9687597155570984,-0.5710505247116089,1.6041086912155151,-0.9099805355072021,0.2719888985157013,0.1338622272014618,0.013280123472213745,0.0009614112786948681,-0.0276144091039896,0.04410584270954132,-0.19461365044116974,0.04616140201687813,0.05216660350561142,0.8128159642219543,-1.8740779161453247,-0.11083577573299408,2.075532913208008,-1.0718015432357788,-0.8134887218475342,-1.3426028490066528,-0.003476145677268505,0.0016866180812940001,-0.028294017538428307,0.10235849767923355,-0.06113474443554878,-0.059073563665151596,0.024476921185851097,-0.022625379264354706,-0.05100294575095177,0.1115388572216034,-0.786283016204834,0.5595000386238098,0.1744505912065506,0.30691346526145935,6.09429407119751,0.6533642411231995,0.11797259747982025,-0.04895055294036865,-0.5545941591262817,-0.004660815000534058,0.6993227005004883,-0.8871023654937744,0.34542691707611084,-0.8714938163757324,16.2747802734375,-0.8362705707550049,10.575274467468262,-4.4158711433410645,-8.199300765991211,-2.2386748790740967
400,0.38268306851387024,-0.9238796830177307,1.0,0.0,-0.017452001571655273,0.11645790934562683,-0.03166302666068077,-0.07496795058250427,-0.014342877082526684,-0.07953973859548569,-0.20403951406478882,0.03212006762623787,0.013247950002551079,0.15707974135875702,0.06644328683614731,0.03840603306889534,0.029070988297462463,-0.007367130368947983,-0.08116573095321655,-0.00033612921833992004,-0.05468584969639778,0.04421248286962509,-0.022939439862966537,0.1280060112476349,0.32456424832344055,0.671710729598999,-1.9684865474700928,0.8119277358055115,-0.7793660759925842,0.2850255072116852,-1.174923062324524,1.1817435026168823,-0.4296286404132843,1.2786213159561157,-0.7099928855895996,0.28942394256591797,0.16619563102722168,0.13691233098506927,-0.010266492143273354,0.008053621277213097,0.015298567712306976,-0.35453224182128906,-0.4972216486930847,0.1941644251346588,1.246505856513977,-1.4396352767944336,-0.007941335439682007,1.845790147781372,-1.0277354717254639,-0.7042726874351501,-1.2322832345962524,-0.016437577083706856,0.0036329426802694798,-0.025846725329756737,0.1323350965976715,-0.0664898082613945,-0.052350547164678574,0.02466243878006935,-0.02239089459180832,-0.05614074319601059,0.10883288085460663,-1.039505958557129,0.07434958964586258,0.31927454471588135,2.3442232608795166,6.098178863525391,0.6999561786651611,0.01229286938905716,0.060260578989982605,-0.49833330512046814,0.026496052742004395,-0.10097146034240723,-1.9684408903121948,0.6085970401763916,-1.120199203491211,16.812532424926758,0.5808923244476318,8.954596519470215,-4.6658501625061035,-6.418413162231445,-1.7557010650634766
410,0.29028448462486267,-0.9569404125213623,1.0,0.0,-0.017255067825317383,0.10270491242408752,-0.05794798210263252,-0.08027375489473343,-0.0597141794860363,-0.02411004900932312,-0.22316916286945343,0.03498586639761925,0.001866297796368599,0.16979160904884338,-0.00021766871213912964,0.09376028925180435,0.010653712786734104,-0.019616074860095978,-0.09642227739095688,0.0037970812991261482,-0.04151228070259094,0.023243915289640427,0.009754958562552929,0.0104390699416399,0.31879398226737976,0.984152615070343,-2.492962598800659,0.4200346767902374,-1.0869845151901245,0.08204095810651779,-1.0965240001678467,0.9271078705787659,0.0708657056093216,0.8672040700912476,-0.9368530511856079,0.3684062659740448,-0.022435076534748077,-0.1642342209815979,-0.010133186355233192,0.017997359856963158,0.015483003109693527,-0.4810170531272888,-0.6908345222473145,0.28579604625701904,1.4653366804122925,-1.1246743202209473,0.08329887688159943,1.949934720993042,-0.9414286017417908,-0.6768231391906738,-0.9542041420936584,-0.029720501974225044,0.0016673774225637317,-0.021670930087566376,0.16986984014511108,-0.07010161876678467,-0.045059144496917725,0.024250859394669533,-0.022044681012630463,-0.06061140447854996,0.10562709718942642,-1.1694883108139038,-0.29717475175857544,0.4738316833972931,2.9861083030700684,6.101714611053467,0.7277067303657532,-0.034192170947790146,0.024161964654922485,-0.3999369144439697,-0.05512012541294098,-1.1394314765930176,-2.2159085273742676,0.625133752822876,-1.361013412475586,17.284006118774414,1.6576576232910156,9.523887634277344,-4.307016849517822,-5.576471328735352,-1.517507791519165
420,0.19509008526802063,-0.9807853102684021,1.0,0.0,-0.016545534133911133,0.1262826919555664,-0.023196380585432053,-0.036747291684150696,-0.11376960575580597,-0.0692664161324501,-0.17642705142498016,0.047240596264600754,0.044937994331121445,0.1671300232410431,-0.007980849593877792,0.09533584117889404,-0.01807156205177307,-0.0022958912886679173,-0.10170865058898926,0.03852999210357666,0.013105935417115688,0.0008080429979600012,0.019927052780985832,-0.10566291213035583,0.2936566174030304,0.8554333448410034,-1.9256792068481445,0.5897359251976013,-1.2589777708053589,-0.044350046664476395,-0.7868837118148804,0.894953727722168,0.17149600386619568,0.34167659282684326,-1.0657035112380981,0.13530133664608002,-0.0033496685791760683,-0.17882737517356873,-0.005131073296070099,-0.024488119408488274,0.021666279062628746,-0.4839506149291992,-0.7172114849090576,0.41702619194984436,1.360723853111267,-0.9673390984535217,0.08862534165382385,1.998744249343872,-1.0620436668395996,-0.7033471465110779,-0.7899245023727417,-0.04062044993042946,-0.002309991279616952,-0.016282156109809875,0.2007511854171753,-0.07303226739168167,-0.037450481206178665,0.02407422848045826,-0.021930549293756485,-0.06416655331850052,0.10171335935592651,-0.9874266982078552,-0.4375861883163452,0.571365237236023,2.326092004776001,6.103161811828613,0.6989703178405762,0.01320350356400013,0.14447465538978577,-0.2913711667060852,0.056568145751953125,-1.3140850067138672,-2.0190939903259277,0.5883146524429321,-1.3221817016601562,17.452606201171875,1.493257999420166,9.77744197845459,-4.42510461807251,-5.783056735992432,-1.1036030054092407
430,0.09801661968231201,-0.9951847791671753,1.0,0.0,-0.0163424015045166,0.16729599237442017,-0.058300867676734924,-0.005900681018829346,-0.10198409110307693,-0.004280790686607361,-0.1522943526506424,-0.0006700009107589722,0.015336770564317703,0.15869691967964172,-0.00098506361246109,0.08710479736328125,0.0012270789593458176,0.01938343420624733,-0.10274878144264221,0.036920394748449326,0.04402074217796326,-0.0021351983305066824,0.0028061887715011835,-0.2618032991886139,0.30697712302207947,1.0408408641815186,-0.7025909423828125,0.4169521629810333,-0.7778605222702026,0.12025238573551178,-0.5430355668067932,0.8966776132583618,-0.006650908384472132,-0.48665836453437805,-0.4368734657764435,-0.0029661841690540314,0.02003537118434906,-0.02809593267738819,0.009695165790617466,0.0030290973372757435,0.029276687651872635,-0.5349870324134827,-0.6630560159683228,0.4110773205757141,1.2386690378189087,-0.9784945845603943,0.11839398741722107,2.098628044128418,-0.9961090683937073,-0.7571209073066711,-0.8329309821128845,-0.05011969804763794,-0.007266257423907518,-0.010144527070224285,0.22245831787586212,-0.07565192133188248,-0.02997315116226673,0.02434847317636013,-0.021930724382400513,-0.0675634816288948,0.09779372066259384,-0.9410905241966248,-0.5122550129890442,0.6348658204078674,1.4622882604599,6.103555679321289,0.6776206493377686,0.04892463982105255,-0.016699805855751038,-0.3125094771385193,-0.014021724462509155,-1.771958589553833,-1.6459101438522339,0.48509156703948975,-1.410691738128662,17.525419235229492,1.5087238550186157,9.531980514526367,-4.302576541900635,-6.003635883331299,-1.31160306930542
440,-5.642599489874556e-07,-1.0,1.0,0.0,-0.01719522476196289,0.1585572212934494,-0.05134128779172897,-0.05874152109026909,-0.07552480697631836,-0.05249334126710892,-0.16403213143348694,0.03842051327228546,-0.03448187932372093,0.0526992492377758,-0.002038273960351944,-0.009819875471293926,0.015638960525393486,0.03167001157999039,0.1513361781835556,-0.011022089049220085,0.10206127166748047,-0.007267598062753677,-0.03388619050383568,-0.38972151279449463,0.28433042764663696,0.6564317345619202,0.9128251671791077,-0.1272483915090561,0.41769078373908997,-0.10485032945871353,-0.07863392680883408,0.9036647081375122,-0.45304545760154724,-1.1515083312988281,0.07505641877651215,0.15145905315876007,-0.24036537110805511,0.22416511178016663,-0.010733107104897499,-0.0329316183924675,0.04247475415468216,-0.5959646105766296,-0.5442453622817993,0.22547227144241333,1.0549708604812622,-0.8164530396461487,0.18943212926387787,2.060178518295288,-1.1087005138397217,-0.7899678945541382,-0.9160720109939575,-0.05881837010383606,-0.012289110571146011,-0.005998949054628611,0.23273777961730957,-0.07747647911310196,-0.02247321978211403,0.025432683527469635,-0.02208802103996277,-0.07181475311517715,0.09427140653133392,-0.9156767725944519,-0.45000746846199036,0.41955867409706116,0.39601776003837585,6.105325222015381,0.6806727051734924,0.1552862823009491,0.1118929386138916,-0.4261190593242645,0.12353652715682983,-2.4320566654205322,-1.072826623916626,0.3334583044052124,-1.512876272201538,17.744232177734375,2.0838146209716797,9.491399765014648,-4.755388259887695,-6.139467716217041,-1.3579615354537964
450,-0.09801726788282394,-0.9951847195625305,1.0,0.0,-0.018845081329345703,0.14685925841331482,-0.01376293320208788,-0.07033409178256989,0.002798869274556637,-0.10732163488864899,-0.13441693782806396,0.0634903609752655,-0.00037490203976631165,0.0009720214875414968,0.018123643472790718,-0.07842832803726196,0.030444320291280746,0.009936997666954994,0.23294499516487122,-0.04754560440778732,0.07181299477815628,-0.027079951018095016,-0.0005025747232139111,-0.06478813290596008,0.19126009941101074,0.19622881710529327,1.1800593137741089,-0.20888178050518036,0.8872177004814148,-0.6609278917312622,0.034031640738248825,0.6021111011505127,-0.869104266166687,-0.9886418581008911,-0.09613334387540817,0.2280106246471405,-0.2377307116985321,0.4428131580352783,-0.008443252183496952,-0.00026667164638638496,0.038850974291563034,-0.5820218920707703,-0.575508713722229,-0.018713317811489105,0.9626007676124573,-0.5498204231262207,0.24649842083454132,1.95599365234375,-1.060654640197754,-0.7470696568489075,-0.9006151556968689,-0.06737226992845535,-0.01723860204219818,-0.004487478639930487,0.23752056062221527,-0.07869061082601547,-0.014693096280097961,0.027330251410603523,-0.02223009057343006,-0.07655313611030579,0.09095609933137894,-0.8436098098754883,-0.4571090042591095,0.16879770159721375,-0.05220639705657959,6.106681823730469,0.73748779296875,0.2242269068956375,-0.011313602328300476,-0.43943771719932556,0.03679865598678589,-2.042402982711792,-1.0467541217803955,0.31733453273773193,-1.3927183151245117,17.95236587524414,1.9976987838745117,8.976317405700684,-4.308906078338623,-5.717802047729492,-1.4210330247879028
460,-0.19509072601795197,-0.9807851910591125,1.0,0.0,-0.020471572875976562,0.09567850828170776,0.0007623154670000076,-0.05386009439826012,-0.005922388285398483,-0.09449620544910431,-0.07837461680173874,0.021138356998562813,-0.03286057710647583,-0.02613365463912487,0.06774752587080002,-0.11705946922302246,0.05125352740287781,0.04112853854894638,0.22596770524978638,-0.03199639916419983,0.052353501319885254,-0.030713818967342377,0.0010296516120433807,-0.023585770279169083,0.13671529293060303,-0.19150179624557495,0.780156672000885,0.030098730698227882,1.079643726348877,-1.283679485321045,-0.04096246883273125,0.10974323004484177,-1.427678108215332,-0.7017907500267029,-0.2994208335876465,-0.018187781795859337,-0.046406883746385574,0.2751578390598297,-0.008536849170923233,-0.005266143009066582,0.04658447206020355,-0.5274204015731812,-0.5594600439071655,-0.25498759746551514,0.7269266843795776,-0.6669254899024963,0.1860344558954239,1.80729079246521,-1.009297490119934,-0.7913125157356262,-1.2285593748092651,-0.07305500656366348,-0.022338099777698517,-0.006728962063789368,0.23226061463356018,-0.07987789064645767,-0.006653341930359602,0.029914552345871925,-0.022869236767292023,-0.08109448850154877,0.08738679438829422,-0.5586526393890381,-0.47404342889785767,-0.19396264851093292,-1.005695104598999,6.106644153594971,0.7250069975852966,0.27699702978134155,-0.053815409541130066,-0.39150428771972656,-0.008157670497894287,-1.6541482210159302,-0.8145655393600464,0.27625685930252075,-1.3261903524398804,17.95221710205078,1.2944073677062988,7.749434471130371,-4.025869846343994,-5.799807548522949,-1.438031554222107
470,-0.2902851104736328,-0.956940233707428,1.0,0.0,-0.02159714698791504,0.0941481664776802,0.003062422387301922,-0.04017849266529083,0.07605402916669846,-0.06762427091598511,-0.07757272571325302,0.04228846728801727,-0.04629651829600334,-0.02476147562265396,0.07957599312067032,-0.11020372807979584,0.017828281968832016,0.04203509911894798,0.18284352123737335,0.022389808669686317,0.0471031628549099,0.0033886097371578217,-0.025245418772101402,-0.041882943361997604,0.11389272660017014,-0.3600732088088989,0.4206254780292511,0.16325344145298004,1.0325185060501099,-0.9749939441680908,0.05721970275044441,0.11806078255176544,-1.4824063777923584,-0.6131963729858398,-0.5547399520874023,-0.13402076065540314,0.02516237273812294,0.13697603344917297,0.01786033622920513,-0.02179543301463127,0.040105272084474564,-0.5578151345252991,-0.3036291301250458,-0.3084585666656494,0.49077659845352173,-0.7072713971138,0.18465183675289154,1.6755590438842773,-0.9084064960479736,-0.8173795342445374,-1.6092004776000977,-0.07718664407730103,-0.026344135403633118,-0.010286048986017704,0.21775132417678833,-0.08110827207565308,0.0005180187872610986,0.0331958569586277,-0.02390708401799202,-0.08500475436449051,0.08362185209989548,-0.47019442915916443,-0.3295082747936249,-0.32829588651657104,-1.8777588605880737,6.1064300537109375,0.6175300478935242,0.3524063527584076,-0.15183791518211365,-0.3432437479496002,-0.11629873514175415,-1.831916332244873,-0.21483969688415527,0.11972689628601074,-1.4075956344604492,17.92775535583496,1.0460824966430664,7.059883117675781,-3.6218981742858887,-6.05932092666626,-1.8132762908935547
480,-0.3826834559440613,-0.9238795638084412,1.0,0.0,-0.022421598434448242,0.11941562592983246,-0.020844850689172745,-0.00833384320139885,0.15015096962451935,-0.03173522651195526,-0.11840689927339554,0.07301242649555206,-0.02874947525560856,-0.011586921289563179,0.12528835237026215,-0.1192263811826706,0.012236656621098518,0.0004307487979531288,0.14973822236061096,0.0313408300280571,0.011595025658607483,-0.018970653414726257,0.01938721351325512,-0.027025209739804268,0.038065847009420395,-0.4860086441040039,0.04199276119470596,0.04794873297214508,0.9398254156112671,-0.7223753333091736,0.08950259536504745,0.3576231598854065,-1.3436156511306763,-0.642315685749054,-0.9247080087661743,-0.30390995740890503,0.13006122410297394,0.10949338972568512,-0.020202161744236946,-0.03762180358171463,0.07339305430650711,-0.5186054706573486,-0.2263479083776474,-0.302071213722229,0.46718233823776245,-0.5728754997253418,0.2405857890844345,1.5493249893188477,-0.9903414249420166,-0.7413749694824219,-1.706236720085144,-0.08120028674602509,-0.028918448835611343,-0.013952656649053097,0.20067942142486572,-0.08203282952308655,0.006869772914797068,0.03699183091521263,-0.025124531239271164,-0.08801141381263733,0.07940895110368729,-0.4024522006511688,-0.19273079931735992,-0.33354824781417847,-2.063464403152466,6.1071553230285645,0.5745534300804138,0.3937683403491974,-0.16933037340641022,-0.2378332018852234,-0.19191910326480865,-1.7381513118743896,0.00485461950302124,0.0830146074295044,-1.3911972045898438,18.041948318481445,1.428407073020935,6.28010368347168,-3.6931304931640625,-5.6474528312683105,-1.8540462255477905
490,-0.47139719128608704,-0.8819210529327393,1.0,0.0,-0.022764205932617188,0.03431566432118416,0.0003599002957344055,-0.02423519641160965,0.1290719360113144,-0.030196726322174072,-0.08901295065879822,0.008950600400567055,-0.05473729968070984,1.576356589794159e-05,0.14030492305755615,-0.10260993987321854,-0.00795840099453926,0.01826995611190796,0.03758402168750763,0.04993683099746704,0.03545866906642914,-0.04071824252605438,0.015876328572630882,-0.05079103261232376,0.016719410195946693,-0.4799831807613373,-0.11832787096500397,-0.1263270378112793,0.7075841426849365,-1.0190829038619995,-0.044273290783166885,0.9415239691734314,-1.0329816341400146,-0.7237030267715454,-1.2415459156036377,-0.40028679370880127,0.12516076862812042,-0.004764743149280548,0.01006101444363594,-0.01765332743525505,0.023827126249670982,-0.6072215437889099,-0.20356965065002441,-0.07536544650793076,0.513430655002594,-0.41252970695495605,0.35153454542160034,1.6638925075531006,-0.9647588133811951,-0.6689273715019226,-1.5664855241775513,-0.08643839508295059,-0.029903065413236618,-0.014367932453751564,0.18847985565662384,-0.08226528018712997,0.013184907846152782,0.04108947515487671,-0.026126323267817497,-0.08973430842161179,0.0742603987455368,-0.49817556142807007,-0.055340297520160675,-0.012578996829688549,-1.574328064918518,6.108932971954346,0.6176571846008301,0.4198094308376312,-0.04349607229232788,-0.10355983674526215,-0.2025361955165863,-2.220005750656128,-0.0848197340965271,0.11119209229946136,-1.53181791305542,18.265506744384766,2.615102767944336,6.225775718688965,-3.8293826580047607,-4.839852333068848,-1.5177533626556396
500,-0.555570662021637,-0.8314693570137024,1.0,0.0,-0.023192882537841797,0.07143349200487137,-0.01652717776596546,-0.040141794830560684,0.1337621808052063,-0.025793133303523064,-0.10781846940517426,0.03311578556895256,0.007719825953245163,-0.026550404727458954,0.10449818521738052,-0.12345635890960693,-0.012888379395008087,-0.012266873382031918,-0.03322640806436539,0.08572614938020706,0.03994350507855415,-0.013679378665983677,0.026275143027305603,-0.04105374589562416,0.00841868668794632,-0.36013028025627136,0.03491803631186485,-0.12616261839866638,0.43334564566612244,-1.4130011796951294,-0.13940934836864471,1.7208607196807861,-0.6678479313850403,-0.8114376664161682,-1.2438626289367676,-0.3949010372161865,0.1708337962627411,0.12403976172208786,-0.012777600437402725,-0.007451163604855537,0.015296697616577148,-0.646189272403717,-0.20360501110553741,-0.05097327381372452,0.44967058300971985,-0.5491639971733093,0.3786320090293884,1.7226370573043823,-0.9585584402084351,-0.7254882454872131,-1.5797280073165894,-0.09127383679151535,-0.030514264479279518,-0.014444571919739246,0.17684687674045563,-0.0827331691980362,0.01995444856584072,0.045303039252758026,-0.027072027325630188,-0.08998218178749084,0.06643806397914886,-0.4433439075946808,-0.028062675148248672,0.059907909482717514,-1.5625361204147339,6.106992244720459,0.6359881162643433,0.44266197085380554,-0.27985671162605286,0.23939280211925507,-1.7277580499649048,-2.0570218563079834,-0.01848551630973816,0.20179280638694763,-1.4834635257720947,18.191625595092773,3.048374891281128,6.460659503936768,-3.22322416305542,-6.149744987487793,-4.319167137145996
510,-0.6343933939933777,-0.7730104327201843,1.0,0.0,-0.023574352264404297,-0.009291965514421463,0.015037992037832737,-0.06322917342185974,0.09527076035737991,-0.029853563755750656,-0.060794491320848465,0.0057908352464437485,-0.034941792488098145,-0.030698925256729126,0.13718539476394653,-0.05307001620531082,0.00746452622115612,0.01265360414981842,-0.12198309600353241,0.3201903700828552,0.03837137296795845,-0.024793896824121475,-0.009029723703861237,-0.04484853148460388,-0.00382813299074769,-0.12051139026880264,0.15007284283638,-0.07884567230939865,0.11183028668165207,-1.740532636642456,-0.2962481379508972,2.063457489013672,-0.6713473796844482,-0.7729049921035767,-1.2535841464996338,-0.0898786336183548,0.12140145897865295,0.08296487480401993,-0.01929047703742981,0.018547533079981804,0.06576146185398102,-0.6722807288169861,-0.22103342413902283,-0.1457783579826355,0.45568180084228516,-0.5672335624694824,0.44254070520401,1.6781806945800781,-1.0536588430404663,-0.7411004900932312,-1.39454185962677,-0.0964970737695694,-0.03134813532233238,-0.015644164755940437,0.16646695137023926,-0.08340425789356232,0.028705792501568794,0.049304671585559845,-0.028483062982559204,-0.09258171170949936,0.061216700822114944,-0.533979058265686,-0.0419507697224617,-0.08512963354587555,-1.447650671005249,6.108246803283691,0.8041453957557678,0.4362219274044037,0.08538933098316193,-0.2034803330898285,-0.17144238948822021,-2.5558063983917236,-0.08867847919464111,0.13885632157325745,-1.672621250152588,18.11968231201172,2.5807368755340576,6.176258087158203,-4.473145008087158,-4.949781894683838,-1.3189141750335693
520,-0.7071070671081543,-0.7071065306663513,1.0,0.0,-0.023858070373535156,-0.0028585060499608517,0.008818537928164005,-0.06328286230564117,0.10088900476694107,-0.04006361961364746,-0.07228448987007141,0.0316266268491745,0.005704913288354874,-0.06659157574176788,0.09490271657705307,-0.026689818128943443,0.024931995198130608,0.00985148549079895,-0.06389565020799637,0.3038114309310913,0.03713088482618332,0.012211093679070473,0.013025942258536816,-0.031178340315818787,-0.006067573558539152,-0.0660734474658966,0.27469828724861145,-0.1080312728881836,0.21889205276966095,-2.083752393722534,-0.27655380964279175,2.2856879234313965,-0.8058632612228394,-0.889020562171936,-1.3723732233047485,-0.02358355186879635,0.1573786437511444,0.04571212828159332,-0.001551054883748293,0.01028327364474535,0.02999517321586609,-0.7252259850502014,-0.1647024303674698,-0.11019676178693771,0.37037158012390137,-0.5719626545906067,0.5461295247077942,1.6718182563781738,-1.067094326019287,-0.7039932608604431,-1.1044819355010986,-0.10203928500413895,-0.03401920944452286,-0.015811948105692863,0.15465745329856873,-0.08416426926851273,0.03910354524850845,0.05001073703169823,-0.03186548128724098,-0.0969592034816742,0.05613785982131958,-0.5945616960525513,-0.3520421087741852,0.013270403258502483,-1.5964397192001343,6.105955600738525,1.0239967107772827,-0.05918983742594719,-0.5444397926330566,-0.47328653931617737,-0.29567214846611023,-2.7945287227630615,1.0568500757217407,-0.13343092799186707,-1.860194206237793,18.0808162689209,2.7817063331604004,7.6532769203186035,-5.15036678314209,-3.713944435119629,-0.8701221942901611
530,-0.7730107307434082,-0.6343929767608643,1.0,0.0,-0.024087905883789062,0.0019052894786000252,-0.0008120922138914466,-0.05857829004526138,0.12244070321321487,-0.09207939356565475,-0.11733949929475784,0.011847465299069881,-0.01704760454595089,-0.06591162085533142,0.15447519719600677,-0.05695727840065956,0.043427467346191406,0.016100609675049782,-0.0057859113439917564,0.29696935415267944,0.03239446133375168,0.008663873188197613,-0.019578823819756508,-0.02112676575779915,-0.033198874443769455,-0.15172944962978363,0.1224026158452034,-0.0018339933594688773,0.6210538148880005,-1.9653643369674683,-0.1715102344751358,2.25239896774292,-0.9954713582992554,-0.8469714522361755,-1.370469093322754,0.11141717433929443,0.12427134811878204,0.005698926746845245,0.01812846213579178,-0.007743140682578087,0.049550458788871765,-0.8282968401908875,-0.006522742100059986,-0.12098342925310135,0.11137864738702774,-0.9169779419898987,0.6092352867126465,1.7648653984069824,-0.7364374995231628,-0.7887483239173889,-1.1317592859268188,-0.10870663821697235,-0.035877492278814316,-0.015631597489118576,0.13747850060462952,-0.08588617295026779,0.048924218863248825,0.04999560862779617,-0.03631167113780975,-0.0999487116932869,0.04998692125082016,-0.832214891910553,-0.048380497843027115,0.010632365942001343,-2.090477705001831,6.105595111846924,0.8558825850486755,0.004939198959618807,-0.8896716237068176,0.013541998341679573,-1.0299077033996582,-3.0403800010681152,0.7820230722427368,-0.13343963027000427,-2.2935986518859863,17.766799926757812,3.4582927227020264,7.893649101257324,-0.6242380142211914,-5.637121200561523,1.2468502521514893
