timestep,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9
1060,0.1950889676809311,-0.9807855486869812,1.0,0.0,-0.03394961357116699,0.13815069198608398,-0.01791856624186039,-0.05750004202127457,0.036677539348602295,-0.1369425505399704,-0.18464583158493042,0.033451300114393234,0.013825459405779839,0.001981993205845356,0.1353549212217331,-0.15892460942268372,-0.028687026351690292,-0.010948427021503448,0.05035652965307236,-0.011442026123404503,0.05550966411828995,-0.03136201575398445,-0.049784496426582336,-0.0513802208006382,0.18366128206253052,-0.6865109205245972,-0.11077620834112167,-0.3884272575378418,0.09470357745885849,0.27989858388900757,0.36185362935066223,-1.1081582307815552,-1.719537377357483,-0.4174947738647461,-0.6728200316429138,-0.057837970554828644,0.07688505947589874,0.660221517086029,-0.017346395179629326,0.0377441830933094,0.05754128098487854,-0.580806314945221,0.03256567195057869,-0.19782066345214844,0.6066907048225403,0.869461715221405,0.17701838910579681,1.7740978002548218,-0.46587955951690674,-0.5951528549194336,0.2300940603017807,-0.06091371178627014,-0.00481383828446269,-0.016084415838122368,0.26582276821136475,-0.0689743235707283,0.018679803237318993,0.036519233137369156,-0.06782106310129166,-0.07422491908073425,0.04045791178941727,-1.5226714611053467,0.1542249321937561,-0.32401108741760254,-1.9864531755447388,6.122100830078125,0.7574726343154907,0.16215451061725616,0.10799646377563477,-0.07729294896125793,-0.2662481665611267,-1.1689186096191406,-0.37622275948524475,0.15271997451782227,-1.2439732551574707,19.89971923828125,0.6637928485870361,6.735360622406006,-2.207166910171509,-4.074285507202148,1.1970505714416504
1070,0.09801644831895828,-0.9951847791671753,1.0,0.0,-0.03654646873474121,0.11994396895170212,-0.01102349441498518,-0.057085469365119934,0.014873603358864784,-0.11630725860595703,-0.1461784392595291,0.05575856938958168,-0.030459195375442505,0.03367907926440239,0.12067209184169769,-0.13495945930480957,-0.08107136189937592,-0.0016381898894906044,-0.0666871964931488,-0.09020901471376419,0.012933335267007351,-0.022674141451716423,0.04203268140554428,0.031274907290935516,-0.06992898881435394,-0.4446586072444916,-0.8863956332206726,0.05506375432014465,-0.3119429349899292,0.16463589668273926,0.0909327045083046,-0.37182381749153137,-1.7247941493988037,-0.27478164434432983,-1.187834620475769,-0.5853958129882812,0.06165766343474388,0.3479595482349396,0.01664562150835991,0.02954956889152527,0.10524651408195496,-0.5207660794258118,0.11662937700748444,0.12957915663719177,0.6768717169761658,0.9560694098472595,0.22972042858600616,1.9325621128082275,-0.7433695197105408,-0.6452858448028564,0.1873801201581955,-0.07359369844198227,-0.0016731382347643375,-0.01444168109446764,0.2484750896692276,-0.06394737213850021,0.026962077245116234,0.03871600329875946,-0.06681590527296066,-0.07491879165172577,0.03190957382321358,-1.1455025672912598,0.3295324444770813,0.18543030321598053,-2.031313896179199,6.121927738189697,0.700681746006012,0.24753783643245697,0.0773024633526802,0.01789143681526184,-0.26369327306747437,-0.3806335926055908,-0.3497394919395447,0.17628023028373718,-0.9395520687103271,19.86335563659668,-0.09046423435211182,7.943551063537598,-2.535106897354126,-5.258981227874756,1.0258392095565796
1080,-2.384976127700611e-08,-1.0,1.0,0.0,-0.03750181198120117,0.09661559015512466,-0.016832135617733,-0.020188823342323303,0.043504901230335236,-0.10918547213077545,-0.12785391509532928,0.02604847401380539,0.011375127360224724,0.03446594253182411,0.12043996155261993,0.0002463436685502529,-0.01615762896835804,0.033530913293361664,0.005084591452032328,0.15359808504581451,0.018309900537133217,-0.03704336658120155,0.010784091427922249,0.08090522885322571,-0.08637518435716629,0.12402515858411789,-0.9045765399932861,0.451721727848053,-0.5734226703643799,0.7803567051887512,-0.4271875023841858,0.9264511466026306,-0.8345336318016052,0.37115269899368286,-0.3653060495853424,-0.13906458020210266,-0.2949012517929077,0.02795172855257988,-0.004071256145834923,-0.020852431654930115,0.07530266046524048,-0.5716728568077087,-0.1711132526397705,0.12606164813041687,1.125144362449646,0.9877355694770813,0.3550480008125305,1.9532500505447388,-0.9994969964027405,-0.6073359847068787,0.5128864645957947,-0.08594939112663269,0.0004883168148808181,-0.012636050581932068,0.24497918784618378,-0.05912511423230171,0.035336364060640335,0.04096045345067978,-0.06594433635473251,-0.07523611187934875,0.023072101175785065,-1.0546609163284302,0.1974850445985794,0.2090003788471222,-0.6500049829483032,6.121967792510986,0.7847124338150024,0.23800072073936462,0.04751850292086601,-0.0018665343523025513,-0.2325226068496704,-0.222398042678833,-0.7083077430725098,0.28258320689201355,-0.8690555095672607,19.85323715209961,0.1225578784942627,8.37222671508789,-3.0905280113220215,-5.22849178314209,1.1737583875656128
1090,-0.09801838546991348,-0.995184600353241,1.0,0.0,-0.03697395324707031,0.1083894744515419,-0.03433150798082352,-0.06746084988117218,0.03900839015841484,-0.13962553441524506,-0.13833744823932648,0.029979513958096504,-0.01754114218056202,-0.023686185479164124,0.09654799103736877,0.0838954970240593,-0.02236463874578476,-0.023188654333353043,-0.0676986426115036,-0.02943614311516285,-0.05312766879796982,0.07594972848892212,0.03770969808101654,0.0633794367313385,-0.05236748978495598,0.5960332751274109,0.017986945807933807,0.6318054795265198,-0.7862935066223145,0.34469085931777954,-0.9038904309272766,1.790652871131897,0.04668177291750908,0.2572983503341675,0.5432490110397339,0.7282975316047668,0.2655070722103119,-0.03146013990044594,-0.009628981351852417,-0.006647030357271433,0.0701676681637764,-0.6363390684127808,-0.4153386950492859,0.16181284189224243,1.4840915203094482,0.8933246731758118,0.5130043029785156,2.1215243339538574,-1.0555819272994995,-0.5130882263183594,1.182654857635498,-0.09771432727575302,0.0004647805180866271,-0.010659286752343178,0.2583833932876587,-0.05461877956986427,0.0451333224773407,0.04286062717437744,-0.06548885256052017,-0.07510682195425034,0.013674507848918438,-0.9461450576782227,-0.05641569197177887,0.2372031956911087,0.9433083534240723,6.1211628913879395,0.9743204712867737,0.19810090959072113,0.0025589466094970703,0.07929493486881256,-0.34182077646255493,-0.630568265914917,-1.3950350284576416,0.46308600902557373,-0.9510126113891602,19.773353576660156,1.4719324111938477,8.734410285949707,-3.917250394821167,-3.8479325771331787,2.2014572620391846
1100,-0.1950909048318863,-0.9807851910591125,1.0,0.0,-0.036765336990356445,0.1588958203792572,-0.006973460782319307,-0.017556874081492424,0.03084673546254635,-0.1383434683084488,-0.15410786867141724,0.06049537658691406,-0.004761160351336002,0.034695886075496674,0.0631270557641983,0.07759708166122437,0.04447920620441437,-0.011254329234361649,-0.16000740230083466,0.02906341664493084,0.010960572399199009,0.017441105097532272,-0.04468950256705284,0.04984964802861214,-0.05188688263297081,0.9219473004341125,0.3646218478679657,0.3206159472465515,-0.976187527179718,-0.3504544496536255,-0.7794519066810608,1.681913137435913,0.18858465552330017,-0.15378323197364807,0.4448828399181366,0.8239425420761108,0.44955894351005554,0.04223882779479027,-0.0009310077875852585,0.015743542462587357,0.09694989770650864,-0.7547407746315002,-0.5033386945724487,0.15884491801261902,1.4431301355361938,0.8132975101470947,0.6910244226455688,2.223599910736084,-0.9960593581199646,-0.5174877643585205,1.5282949209213257,-0.10611487179994583,-0.0013732864754274487,-0.00860599335283041,0.27336230874061584,-0.05040082335472107,0.05829762667417526,0.04494116082787514,-0.06505236029624939,-0.07579633593559265,0.0038091496098786592,-0.7521802186965942,-0.21610131859779358,0.2319204956293106,0.9770224690437317,6.120239734649658,1.3268240690231323,0.2388674020767212,0.059078797698020935,-0.02590455859899521,-0.405823677778244,-2.20819354057312,-1.5587480068206787,0.4500408172607422,-1.3734402656555176,19.61789321899414,2.9977035522460938,9.529533386230469,-3.898607015609741,-3.2070159912109375,2.874056339263916
1110,-0.29028549790382385,-0.9569401144981384,1.0,0.0,-0.03749728202819824,0.1837432086467743,-0.009750695899128914,0.020152969285845757,-0.015238093212246895,-0.11891378462314606,-0.12410358339548111,0.06593599915504456,0.013886598870158195,0.04632086306810379,0.07710646837949753,0.06161551550030708,0.0031581688672304153,-0.005092366598546505,-0.11770723015069962,0.06182975322008133,0.026120394468307495,0.022177373990416527,0.006357849109917879,-0.02261928841471672,-0.0068947914987802505,0.8896290063858032,0.3815540373325348,-0.010940673761069775,-0.35077908635139465,0.12396150082349777,-0.2793275713920593,1.0549248456954956,-0.4820839762687683,-0.25262880325317383,0.39401447772979736,0.5952807068824768,0.3629380464553833,0.06632698327302933,0.04250587895512581,0.02198215201497078,0.06802432984113693,-0.803950309753418,-0.40863168239593506,-0.01258976012468338,1.0884284973144531,0.4695814251899719,0.6423989534378052,2.1928961277008057,-1.1311979293823242,-0.7744379043579102,1.4619650840759277,-0.11259128153324127,-0.0041757673025131226,-0.008489720523357391,0.27639439702033997,-0.04720836505293846,0.07310080528259277,0.04763637110590935,-0.06465946137905121,-0.07877807319164276,-0.005262243095785379,-0.7578149437904358,-0.27912431955337524,0.029185393825173378,-0.26971670985221863,6.118021488189697,1.3338385820388794,0.28573429584503174,0.022630974650382996,-0.32160329818725586,-0.06293743848800659,-2.588228702545166,-0.9946702718734741,0.3153228461742401,-1.5164988040924072,19.249740600585938,1.3078789710998535,9.098530769348145,-4.263005256652832,-5.067789554595947,2.050095558166504
1120,-0.3826853632926941,-0.9238787293434143,1.0,0.0,-0.0382695198059082,0.1507444828748703,-0.0059281084686517715,3.3285468816757202e-06,0.004825901240110397,-0.13175860047340393,-0.15090660750865936,0.01017523929476738,0.0019170665182173252,0.039016228169202805,0.10248412936925888,-0.028981417417526245,0.013129902072250843,0.023989224806427956,0.269260436296463,0.056861698627471924,0.07808136194944382,0.0029981848783791065,-0.006745200604200363,-0.07626768946647644,-0.0024294350296258926,0.11290191113948822,0.5368998050689697,-0.2233816683292389,1.2371907234191895,0.8753830790519714,0.5378109216690063,0.432890921831131,-1.8287426233291626,-0.3327980935573578,0.8614471554756165,0.10595794767141342,-0.13653826713562012,0.07134692370891571,0.016078446060419083,0.026676680892705917,0.0849650502204895,-0.8951318860054016,-0.3928261697292328,-0.10103394836187363,0.8374263644218445,0.49252885580062866,0.8087365627288818,2.053279161453247,-0.9948157072067261,-0.841368556022644,1.8018521070480347,-0.11927513033151627,-0.007798776030540466,-0.009266234003007412,0.26921865344047546,-0.0441967137157917,0.08932488411664963,0.05001012980937958,-0.06460770964622498,-0.08606347441673279,-0.011942390352487564,-0.8153839111328125,-0.6084102988243103,-0.02435707300901413,-1.1163862943649292,6.114908218383789,1.6621588468551636,-0.09576186537742615,-0.1606888473033905,-0.969567596912384,-0.30623847246170044,-2.7907724380493164,0.06471920013427734,0.2688532769680023,-1.9529982805252075,19.202327728271484,1.3003287315368652,10.42890739440918,-3.1796202659606934,-4.690284729003906,3.0749378204345703
1130,-0.4713979959487915,-0.881920576095581,1.0,0.0,-0.0390324592590332,0.11596668511629105,0.015476852655410767,-0.010621130466461182,0.12013916671276093,-0.11502894759178162,-0.14621523022651672,0.06327639520168304,0.01491684652864933,0.007986286655068398,0.12059380114078522,-0.1673336774110794,0.009754274040460587,0.013944237492978573,0.3470062017440796,0.3256756365299225,0.11265841126441956,-0.0007574325427412987,-0.04492361098527908,-0.08982943743467331,0.02153313159942627,-0.4779484272003174,0.36138835549354553,0.042899321764707565,1.8032236099243164,0.6248586773872375,0.5741682648658752,0.6837030649185181,-2.1132373809814453,-0.38653022050857544,1.1258141994476318,0.11155186593532562,0.015592262148857117,0.1529468446969986,-0.008317466825246811,0.01277878787368536,0.08842496573925018,-0.8611169457435608,-0.49102237820625305,-0.09815221279859543,0.6321273446083069,0.5398258566856384,0.7931860089302063,1.919742465019226,-1.003175139427185,-0.7588316202163696,1.9746296405792236,-0.12792453169822693,-0.01386120542883873,-0.00997918751090765,0.2563307583332062,-0.041123613715171814,0.10453053563833237,0.050007760524749756,-0.06446225941181183,-0.09561223536729813,-0.01713596284389496,-0.9474721550941467,-0.5739139318466187,-0.06417528539896011,-1.7174514532089233,6.116756916046143,1.2854702472686768,-0.00964865367859602,0.0814763605594635,-0.8205670714378357,0.050414443016052246,-2.349672555923462,-0.2128920555114746,0.10307219624519348,-1.5319442749023438,19.219402313232422,1.4360780715942383,9.51531982421875,-3.681304693222046,-3.6552443504333496,2.1494717597961426
1140,-0.5555708408355713,-0.8314692378044128,1.0,0.0,-0.04046463966369629,0.08845236152410507,-0.03323540464043617,-0.01985216699540615,0.15981628000736237,-0.08342984318733215,-0.049862172454595566,0.04438850283622742,-0.0512055829167366,0.01879621297121048,0.07483694702386856,-0.17172415554523468,-0.003464828245341778,0.029784195125102997,0.3070281147956848,0.30670812726020813,0.12401614338159561,-0.009008017368614674,-0.05403834581375122,-0.0820755735039711,-0.02555227465927601,-0.7321955561637878,0.17091870307922363,0.28617924451828003,1.9377353191375732,0.55573970079422,0.6017500758171082,0.9499562382698059,-2.009512186050415,-0.44723811745643616,1.333041787147522,-0.0686897486448288,-0.060037072747945786,0.376086950302124,0.015683941543102264,0.03959992527961731,0.06674975156784058,-0.8540754914283752,-0.3729546070098877,-0.10579834133386612,0.43958693742752075,0.40062135457992554,0.8646561503410339,1.807551622390747,-0.8316060900688171,-0.7397958040237427,2.025902509689331,-0.13590148091316223,-0.018634101375937462,-0.010999868623912334,0.23712190985679626,-0.03838137164711952,0.11606983840465546,0.050000712275505066,-0.06688094139099121,-0.09972144663333893,-0.023025566712021828,-0.8402631878852844,-0.4309055507183075,-0.1034780740737915,-2.240787982940674,6.116322994232178,0.9151248931884766,-0.014906872063875198,-0.4095745086669922,0.008722856640815735,-0.7682252526283264,-2.1887431144714355,-0.40087687969207764,0.1266673505306244,-1.7451353073120117,19.132953643798828,3.0846481323242188,8.53110122680664,-2.6401917934417725,-5.161198616027832,4.875303268432617
1150,-0.6343940496444702,-0.7730098366737366,1.0,0.0,-0.042498111724853516,0.035777460783720016,-0.001627845223993063,0.0031187497079372406,0.21348878741264343,-0.0964524894952774,-0.04633348807692528,0.017340874299407005,-0.002271275967359543,-0.05258668586611748,0.09134389460086823,-0.17376229166984558,0.01243392564356327,0.04892856627702713,0.20113863050937653,0.2934800088405609,0.08574280887842178,-0.007566981948912144,-0.050488971173763275,-0.10543061792850494,-0.023590845987200737,-0.8296536207199097,-0.06041324883699417,0.36625364422798157,1.7779985666275024,0.5289710760116577,0.544927179813385,1.1736760139465332,-1.802089810371399,-0.5460353493690491,1.457733154296875,-0.055232517421245575,0.030174676328897476,0.42406144738197327,0.011982626281678677,0.005928860045969486,0.05744227394461632,-0.8746839165687561,-0.15309691429138184,-0.16839289665222168,0.16588783264160156,0.08922944217920303,0.8626493215560913,1.671364426612854,-0.5479182600975037,-0.7501535415649414,1.695557951927185,-0.14294753968715668,-0.0224166177213192,-0.012207944877445698,0.21101194620132446,-0.036520130932331085,0.12494242936372757,0.04999025538563728,-0.06779755651950836,-0.09939995408058167,-0.03432103618979454,-0.7280160188674927,-0.3667818605899811,-0.09999489784240723,-3.020914077758789,6.1194376945495605,0.7419682741165161,-0.030206048861145973,-0.02379770204424858,0.1551375389099121,-0.7517136931419373,-2.0821542739868164,0.21601301431655884,-0.04303649067878723,-1.6892619132995605,18.847599029541016,2.2331814765930176,7.9089179039001465,-1.8320609331130981,-5.686875343322754,6.912052154541016
1160,-0.7071077227592468,-0.7071058750152588,1.0,0.0,-0.04457688331604004,0.03181953355669975,0.007110269740223885,-0.02192067541182041,0.262237548828125,-0.062281057238578796,-0.03568166494369507,0.0057572126388549805,-0.04860575497150421,-0.07095369696617126,0.04012520611286163,-0.14764434099197388,0.0011345141101628542,0.013657284900546074,0.13270744681358337,0.28895798325538635,0.08456426858901978,-0.009856980293989182,-0.057189442217350006,-0.06186242029070854,-0.019670024514198303,-0.7213487029075623,-0.24544113874435425,0.2525986135005951,1.631148099899292,0.45266857743263245,0.4255077838897705,1.1856019496917725,-1.5530401468276978,-0.5684450268745422,1.4253549575805664,-0.029283694922924042,-0.09674728661775589,0.34244728088378906,0.0008811615407466888,0.0328076034784317,0.10654164850711823,-0.8619018197059631,0.0033459505066275597,-0.08398313075304031,-0.06682098656892776,-0.0417289212346077,0.8874423503875732,1.5391309261322021,-0.3394555151462555,-0.6202437281608582,1.6251155138015747,-0.1470734030008316,-0.024141952395439148,-0.01201191358268261,0.17654944956302643,-0.03546590730547905,0.1349562257528305,0.049901772290468216,-0.06706323474645615,-0.09888505935668945,-0.044495586305856705,-0.45773375034332275,-0.054967496544122696,0.019593676552176476,-3.7157552242279053,6.113222599029541,1.019795536994934,0.024431511759757996,0.20485933125019073,-0.02147756516933441,-0.44208061695098877,-2.580082893371582,0.5241655707359314,-0.09430679678916931,-1.6678409576416016,18.604732513427734,1.7584033012390137,7.221408843994141,-1.4181334972381592,-3.9399521350860596,3.518409013748169
1170,-0.7730108499526978,-0.6343927979469299,1.0,0.0,-0.04602503776550293,0.0012436062097549438,0.05525534227490425,-0.024874664843082428,0.240800678730011,-0.1453687697649002,-0.03895721212029457,0.031737685203552246,-0.05423871427774429,-0.040668465197086334,0.02140706777572632,-0.1037544384598732,-0.00874755997210741,0.0010861600749194622,0.02717447280883789,0.2999629080295563,0.08273089677095413,0.018448224291205406,-0.003808337263762951,-0.06773191690444946,0.006526784040033817,-0.684448778629303,-0.22399865090847015,-0.0801732987165451,1.341820478439331,0.5190882682800293,0.3901987075805664,1.2446671724319458,-1.4699795246124268,-0.7445308566093445,1.2101689577102661,-0.0605129711329937,0.10572001338005066,0.23936957120895386,0.01806948333978653,-0.022828899323940277,0.08322826027870178,-0.6134979128837585,0.03771829977631569,-0.31137964129447937,-0.42823076248168945,-0.7024889588356018,0.6096476316452026,1.1114232540130615,-0.2019048035144806,-0.48410022258758545,1.3510233163833618,-0.1469319760799408,-0.02468109503388405,-0.015583225525915623,0.12636712193489075,-0.03736696019768715,0.14273549616336823,0.04996490105986595,-0.066010020673275,-0.09608779102563858,-0.055782925337553024,-0.04347003251314163,0.006848291493952274,-0.31803494691848755,-5.299136638641357,6.1075334548950195,0.4307027757167816,-0.015249984338879585,0.12314273416996002,0.5926141142845154,-0.8504593372344971,-0.12247171998023987,0.8226819038391113,-0.03493952751159668,-1.2922210693359375,17.710161209106445,-0.9475964903831482,4.62534236907959,-0.04819342494010925,-2.8779397010803223,4.8628010749816895
1180,-0.8314701318740845,-0.5555694699287415,1.0,0.0,-0.04702496528625488,-0.05741707608103752,-4.9635302275419235e-05,-0.03653441369533539,0.32651135325431824,-0.08107341825962067,0.016538619995117188,0.03034972958266735,-0.13297611474990845,-0.09624546766281128,0.028542283922433853,-0.11443013697862625,0.0012273595202714205,-0.0006120298057794571,0.012232446111738682,0.30765101313591003,0.0989222377538681,-0.012171353213489056,-0.01750859245657921,-0.05311822518706322,-0.005406857002526522,-0.6996732950210571,-0.13638576865196228,-0.2914365231990814,1.2821234464645386,0.94370037317276,0.531899094581604,1.255555272102356,-1.2277718782424927,-0.6071119904518127,1.2152369022369385,-0.010592704638838768,-0.14590662717819214,0.13448664546012878,0.023354005068540573,-0.03121425211429596,0.11097430437803268,-0.5173576474189758,0.14712119102478027,-0.004097647964954376,-0.7252076864242554,-1.0073469877243042,0.6465751528739929,0.6475431323051453,0.4859406352043152,-0.15558157861232758,1.4374160766601562,-0.1450701355934143,-0.023508502170443535,-0.015717025846242905,0.0753103569149971,-0.04017700254917145,0.14634867012500763,0.049833375960588455,-0.06343495845794678,-0.08734185248613358,-0.06854961812496185,0.255227655172348,0.17769478261470795,0.04131222143769264,-5.265122413635254,6.103931427001953,0.3288928270339966,-0.00043984130024909973,0.3474219739437103,1.0427473783493042,-1.5819334983825684,0.24582529067993164,0.7473587393760681,-0.03897881507873535,-1.2458257675170898,17.4946346282959,-0.04036492109298706,3.321160078048706,1.7555749416351318,-2.107140302658081,6.1233038902282715
1190,-0.8819218277931213,-0.47139570116996765,1.0,0.0,-0.04767489433288574,-0.03520646318793297,-0.02443920262157917,0.013360844925045967,0.31523415446281433,-0.025292854756116867,0.03292161598801613,0.06078092381358147,-0.0691399872303009,-0.05693187937140465,0.04762353375554085,-0.10181612521409988,-0.00894684437662363,-0.020622048527002335,-0.03066159039735794,0.3085334897041321,0.07026714831590652,0.007250891998410225,0.01411479152739048,-0.028202949091792107,0.004317565821111202,-0.673163890838623,-0.13981939852237701,-0.37551552057266235,1.0318583250045776,1.0675976276397705,0.42187029123306274,1.3268096446990967,-0.938125729560852,-0.5453357696533203,0.9391872882843018,0.08214566111564636,-0.04578061029314995,0.012592144310474396,0.04397578164935112,0.0021525584161281586,0.08068462461233139,0.057168327271938324,0.1208256334066391,0.16087225079536438,-0.926752507686615,-1.5174580812454224,0.25442689657211304,0.016734614968299866,0.7356399297714233,0.11263251304626465,1.7547534704208374,-0.13594405353069305,-0.02213146537542343,-0.01314467191696167,0.03957018256187439,-0.02802629955112934,0.14531774818897247,0.05000343918800354,-0.05561816319823265,-0.06775795668363571,-0.0842026099562645,1.3777419328689575,0.07824385911226273,0.039827413856983185,-1.2891294956207275,4.839694023132324,-0.01398751325905323,-0.004825148731470108,0.6159915924072266,2.128279209136963,-1.3816218376159668,4.505646705627441,0.9353622794151306,0.8700007200241089,-15.096647262573242,-9.032893180847168,-3.3811821937561035,0.01775697059929371,2.2136473655700684,-1.4933032989501953,6.92724609375
1200,-0.9238801002502441,-0.38268208503723145,1.0,0.0,-0.04817628860473633,-0.06989987939596176,-0.03159048408269882,-0.03326919674873352,0.265196293592453,-0.06262151151895523,0.023894814774394035,0.013985691592097282,-0.07337015867233276,-0.06605176627635956,0.04044101759791374,-0.06375475972890854,0.019966457039117813,-0.03593827784061432,-0.09007064253091812,0.3027617335319519,0.026193242520093918,0.010641180910170078,-0.014063796028494835,-0.0029791854321956635,-0.014715071767568588,-0.6279885768890381,-0.034811194986104965,-0.2646990418434143,0.7628867626190186,0.9670027494430542,0.26714739203453064,1.566638708114624,-0.6521729826927185,-0.5769147872924805,0.49700748920440674,0.1374465376138687,0.16364072263240814,0.056986209005117416,0.02051110938191414,0.030420605093240738,0.09146791696548462,0.24455134570598602,0.7710452079772949,0.6610456109046936,-1.0220599174499512,-1.911880373954773,0.11516816914081573,-0.48075175285339355,1.3112963438034058,0.2430988997220993,1.7535477876663208,-0.11561335623264313,-0.021745258942246437,-0.013185542076826096,0.020893624052405357,0.019390825182199478,0.14145055413246155,0.05000187084078789,-0.04051384702324867,-0.041647616773843765,-0.09207811206579208,2.164273738861084,0.07373669743537903,0.13171271979808807,-2.045808792114258,4.32834529876709,-0.4784713387489319,-0.018006080761551857,1.618165135383606,2.39717698097229,-0.38941946625709534,2.834728240966797,3.113368272781372,2.2628278732299805,-10.532914161682129,-15.64754867553711,-4.455076694488525,-2.3391218185424805,1.8069019317626953,-2.069772243499756,3.9422764778137207
1210,-0.9569402933120728,-0.2902848422527313,1.0,0.0,-0.04874825477600098,-0.0620812326669693,0.017339253798127174,0.01620624214410782,0.24763044714927673,-0.08945764601230621,0.0637916848063469,0.03045903518795967,-0.07350992411375046,-0.07912689447402954,0.041383106261491776,-0.056812696158885956,0.01668776199221611,0.02254306524991989,-0.09290564060211182,0.3071461021900177,0.033818569034338,0.012148557230830193,0.022577589377760887,0.02175353281199932,-0.02483683079481125,-0.5561196804046631,0.08431738615036011,0.04971764609217644,0.706355631351471,0.9566811919212341,0.23576770722866058,1.8645281791687012,-0.7283790111541748,-0.6352939009666443,0.25089630484580994,0.1562163084745407,0.13692699372768402,0.12838995456695557,0.026542572304606438,0.018840264528989792,0.08845824748277664,0.5358686447143555,1.028016209602356,0.8444132804870605,-1.0068047046661377,-1.8380699157714844,-0.05682685971260071,-0.8987662196159363,1.481614112854004,0.27744632959365845,1.7492905855178833,-0.09241598099470139,-0.020369000732898712,-0.014100560918450356,-0.00283816154114902,0.06026385352015495,0.1346062868833542,0.050001032650470734,-0.021412037312984467,-0.017226647585630417,-0.09273713082075119,2.3212883472442627,0.22923940420150757,-0.024534910917282104,-2.381657838821411,3.6757287979125977,-0.7496816515922546,-0.005435245111584663,1.917966604232788,2.2197952270507812,0.14330554008483887,3.923694133758545,3.8428423404693604,3.6668450832366943,-8.132143020629883,-13.879999160766602,-5.077277183532715,-4.075923442840576,1.3038134574890137,-2.1903371810913086,2.241748809814453
1220,-0.9807853102684021,-0.19509020447731018,1.0,0.0,-0.04924631118774414,-0.07107138633728027,-0.029025230556726456,0.00018139835447072983,0.2452898770570755,-0.10179026424884796,0.01666348986327648,0.0732683390378952,-0.07708338648080826,-0.06915859878063202,-0.005053414031863213,-0.04091267287731171,0.007774160243570805,0.006272371858358383,-0.03435646742582321,0.30909571051597595,0.012075155973434448,0.002326115034520626,-0.01253629568964243,0.015360615216195583,-0.02104468271136284,-0.5795789361000061,-0.055889733135700226,0.09055918455123901,0.9727864265441895,0.9672982096672058,0.297838032245636,1.9537620544433594,-0.8557436466217041,-0.6365453600883484,0.39835646748542786,0.09515202045440674,0.07919809967279434,0.07775861769914627,-0.0013959035277366638,-0.0029263654723763466,0.07888269424438477,0.5394508838653564,0.8161102533340454,0.6146544218063354,-0.8713914155960083,-1.7405095100402832,-0.08382654190063477,-0.8812540173530579,1.2427034378051758,0.07861091941595078,1.2448395490646362,-0.06970258802175522,-0.017250390723347664,-0.016492554917931557,-0.02551931142807007,0.09105835109949112,0.1266789436340332,0.04979291930794716,-0.0026851980946958065,-0.0009794319048523903,-0.090472012758255,1.9480253458023071,0.42693740129470825,-0.2893314063549042,-1.5527828931808472,1.0665788650512695,-0.9187687039375305,-0.023714493960142136,1.856018304824829,1.3614380359649658,0.3105551302433014,5.097896575927734,3.3029704093933105,4.217855930328369,-6.261223793029785,-10.822256088256836,-5.591897010803223,-4.899001121520996,0.942143440246582,-2.0956945419311523,1.491346001625061
