timestep,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9
320,1.2246468525851679e-16,-1.0,0.800000011920929,0.0,0.0,0.47628268599510193,-0.11756698787212372,-0.0874260663986206,0.2187989205121994,-0.2311546951532364,-0.21229712665081024,0.05541597306728363,-0.008193560875952244,0.009694764390587807,-0.8905552625656128,-0.03351368382573128,0.005844229832291603,0.030155546963214874,0.05476728454232216,-0.02252490445971489,-0.00024372091866098344,-0.0021194336004555225,-0.023581290617585182,0.04094383120536804,0.5026296973228455,-0.5050708055496216,-1.8145381212234497,0.1805049479007721,-0.7380872368812561,-3.0567235946655273,-0.10781988501548767,0.05917292833328247,-0.3153461813926697,0.2646827697753906,-1.2787895202636719,0.9936907291412354,-0.24014297127723694,0.11103995889425278,0.014081486500799656,-0.449520468711853,-0.21052329242229462,-0.3524077534675598,-1.817232608795166,0.3019818663597107,-0.6501069664955139,-2.897490978240967,-0.22038929164409637,-0.17165206372737885,-0.07208769768476486,0.0974951982498169,-0.8954698443412781,0.47628268372512284,-0.11756698999356788,-0.08742606961502637,0.21879891534945758,-0.23115469365870092,-0.2122971212055256,0.05541597158741732,-0.008193560435405893,0.00969476448881055,-0.8905552674151067,-0.6702736637614467,0.11688460063265817,0.6031109531277918,1.0953457103691764,-0.45049807262362906,-0.004874418232230553,-0.04238867412047993,-0.47162580880249777,0.8188766148537386,10.052594162310829,-0.08810193836688995,-0.4543081521987915,0.07549546658992767,-0.16252674162387848,-0.7243727445602417,-0.055097322911024094,-0.04291301593184471,-0.018021924421191216,0.024373799562454224,-0.22386746108531952,-9.276871450555916,-20.555123534211393,1.4490978647157053,-18.539063410040974,0.8582761669693465,3.1586192205867216,-5.772573228794282,1.2183101466917867,-1.5758877401425955,-29.4910946806027
330,-0.0980171412229538,-0.9951847195625305,0.800000011920929,0.0,0.0,0.458536833524704,-0.1170576736330986,-0.07834760844707489,0.23434527218341827,-0.23459914326667786,-0.2124050259590149,0.05496549978852272,-0.009271309711039066,0.00811811350286007,-0.8993988633155823,-0.12103958427906036,0.0040097348392009735,0.054224539548158646,0.08530852198600769,-0.011163940653204918,-0.0006031363154761493,-0.0022595871705561876,-0.00709863705560565,-0.013963023200631142,0.08521729707717896,-0.3524077534675598,-1.817232608795166,0.3019818663597107,-0.6501069664955139,-2.897490978240967,-0.22038929164409637,-0.17165206372737885,-0.07208769768476486,0.0974951982498169,-0.8954698443412781,1.0212527513504028,0.7571563720703125,0.5016906261444092,0.023411769419908524,-0.4440268278121948,-0.2062688171863556,0.055727072060108185,-1.8734561204910278,0.14684194326400757,-0.5072522759437561,-2.5722203254699707,-0.636250376701355,-0.17667143046855927,-0.05174010992050171,-0.13784369826316833,-0.41572296619415283,0.4585368429523558,-0.11705767133794427,-0.07834760927374981,0.2343452767598775,-0.23459914738998736,-0.21240502305567663,0.05496549898591518,-0.009271310132915045,0.00811811388111852,-0.8993988755980393,-2.4207916404969563,0.08019469665868391,1.0844907572727485,1.7061703735365186,-0.22327882197731108,-0.012062725856227315,-0.045191741858067444,-0.14197274055284484,-0.2792604615836983,1.7043460027525472,0.013931768015027046,-0.46836403012275696,0.03671048581600189,-0.12681306898593903,-0.6430550813674927,-0.15906259417533875,-0.044167857617139816,-0.012935027480125427,-0.034460924565792084,-0.10393074154853821,-1.6297265772557061,-21.318965617064816,-0.9523103700232114,-19.564844950442215,0.2613805319544279,1.1030367551754396,-5.812426170609098,0.3526438747143269,-1.7169609220635413,-4.31756987420814
340,-0.19509032368659973,-0.9807852506637573,0.800000011920929,0.0,0.0,0.4249711036682129,-0.11449721455574036,-0.06610807776451111,0.2533749043941498,-0.235086590051651,-0.2125309705734253,0.05450158938765526,-0.01105307787656784,-0.0050908359698951244,-0.8586362600326538,-0.19969423115253448,0.021701935678720474,0.06547291576862335,0.09739921241998672,0.006391370669007301,-0.0007021837518550456,-0.002141066361218691,-0.007883591577410698,-0.08234716206789017,0.9244524836540222,0.055727072060108185,-1.8734561204910278,0.14684194326400757,-0.5072522759437561,-2.5722203254699707,-0.636250376701355,-0.17667143046855927,-0.05174010992050171,-0.13784369826316833,-0.41572296619415283,1.315502405166626,1.66769278049469,0.7132012248039246,0.0307942945510149,-0.43352147936820984,-0.19911988079547882,0.4213554263114929,-1.4935495853424072,0.0309387668967247,-0.29059332609176636,-2.5778887271881104,-0.9271024465560913,-0.029814347624778748,-0.34865623712539673,-0.56041419506073,-0.1022896021604538,0.42497109652759846,-0.11449721226048773,-0.06610807572325784,0.2533749192681838,-0.23508659600765242,-0.2125309659285914,0.05450158757957248,-0.011053077536674165,-0.005090836187165535,-0.8586362757396566,-3.9938845020653586,0.43403869706913906,1.3094582869823301,1.94798420541633,0.12782741730314862,-0.014043675379275,-0.04282132945886426,-0.15767182596389512,-1.646943266006156,18.489049158907797,0.10533885657787323,-0.3733873963356018,0.007734691724181175,-0.07264833152294159,-0.6444721817970276,-0.23177561163902283,-0.007453586906194687,-0.08716405928134918,-0.1401035487651825,-0.02557240054011345,5.58900870720157,-16.835527135714262,-2.4515195119982103,-18.884882647894006,-0.792867837698821,-0.3427618880708038,-3.588846480769437,-1.049204157001815,-3.1599329566625496,-54.63408360152385
350,-0.290284663438797,-0.9569403529167175,0.800000011920929,0.0,0.0,0.392090380191803,-0.11140505224466324,-0.05600244924426079,0.26342299580574036,-0.2317328006029129,-0.21305207908153534,0.054362259805202484,-0.012684212066233158,-0.02895231358706951,-0.8356037735939026,-0.0783061608672142,-0.02758360654115677,0.026295170187950134,-0.00826979335397482,-0.03888104483485222,-0.00054611184168607,-0.0030861012637615204,0.04349125176668167,-0.18185395002365112,0.3621663451194763,0.4213554263114929,-1.4935495853424072,0.0309387668967247,-0.29059332609176636,-2.5778887271881104,-0.9271024465560913,-0.029814347624778748,-0.34865623712539673,-0.56041419506073,-0.1022896021604538,0.520027220249176,0.5711200833320618,0.32725632190704346,0.04096819832921028,-0.4162454307079315,-0.19366896152496338,0.43217504024505615,-0.6560763120651245,0.21850210428237915,-0.14104565978050232,-2.2477190494537354,-1.0173803567886353,0.20758111774921417,-0.6569370031356812,-1.0438660383224487,0.16217222809791565,0.3920903880260892,-0.11140505389844077,-0.056002448164490286,0.26342299215556575,-0.23173280158834292,-0.21305207850426747,0.05436226108551142,-0.01268421249609883,-0.02895231308619605,-0.8356037569622181,-1.5661232712157882,-0.551672126314978,0.5259033915145127,-0.16539586268898349,-0.7776209085404926,-0.010922236660337481,-0.061722023982343076,0.8698250002102603,-3.6370789005648696,7.243327194938974,0.10804376006126404,-0.16401907801628113,0.05462552607059479,-0.03526141494512558,-0.5619297623634338,-0.2543450891971588,0.05189527943730354,-0.1642342507839203,-0.2609665095806122,0.04054305702447891,-0.9825627456491386,-1.5018250681254877,0.6348493101581636,-11.451188695960703,2.002665764846387,-0.7930935038768145,0.03714717305455664,-5.64047576638721,-3.0096150879703583,-20.853834770830225
360,-0.3826834261417389,-0.9238795042037964,0.800000011920929,0.0,0.0,0.3855911195278168,-0.11762311309576035,-0.051681552082300186,0.24529221653938293,-0.19218003749847412,-0.21328221261501312,0.05113599821925163,-0.01668385975062847,-0.06581088155508041,-0.8008277416229248,-0.021368464455008507,-0.03320576623082161,0.020882753655314445,-0.10289400070905685,-0.15719346702098846,-0.0008757950272411108,-0.01416254136711359,-0.03694779425859451,-0.2220025211572647,0.7747683525085449,0.43217504024505615,-0.6560763120651245,0.21850210428237915,-0.14104565978050232,-2.2477190494537354,-1.0173803567886353,0.20758111774921417,-0.6569370031356812,-1.0438660383224487,0.16217222809791565,0.4536343812942505,0.3922164738178253,0.0008912415360100567,0.04287750646471977,-0.4123402535915375,-0.19163855910301208,0.355415940284729,0.1723196804523468,0.07128819823265076,0.17763444781303406,-2.0448734760284424,-0.9604079723358154,0.4001312255859375,-1.003801941871643,-1.5099132061004639,-0.10506986081600189,0.38559112134770485,-0.11762311409078528,-0.05168155036080293,0.24529221639498425,-0.1921800346063548,-0.21328221963445568,0.051135997716704885,-0.016683859715089264,-0.06581088059613496,-0.8008277293663261,-0.42736928343845043,-0.6641153472202106,0.41765507350565023,-2.0578800656901306,-3.1438691965374232,-0.017515900318426432,-0.2832508357235364,-0.7389558712385149,-4.4400504705032375,15.495366667678047,0.08885398507118225,0.0430799201130867,0.01782204955816269,0.044408611953258514,-0.5112183690071106,-0.24010199308395386,0.10003280639648438,-0.25095048546791077,-0.37747830152511597,-0.026267465204000473,-4.6526348752151,11.634528093892952,0.1371067778623618,-1.8617039805986382,9.112569255211515,-0.4838477680346843,3.7835610279573784,-2.4684649013408855,-5.379893844229148,-45.711539738871814
370,-0.4713967442512512,-0.8819212913513184,0.800000011920929,0.0,0.0,0.3858241140842438,-0.11794712394475937,-0.0528070405125618,0.2299376279115677,-0.1901329755783081,-0.2132418304681778,0.049977321177721024,-0.0327393002808094,-0.1148279681801796,-0.7832987308502197,0.008017179556190968,0.008058740757405758,-0.0019738085102289915,-0.08157546073198318,0.08093424886465073,4.614022691384889e-05,0.0003415296087041497,-0.07834187895059586,-0.1898811012506485,0.7860354781150818,0.355415940284729,0.1723196804523468,0.07128819823265076,0.17763444781303406,-2.0448734760284424,-0.9604079723358154,0.4001312255859375,-1.003801941871643,-1.5099132061004639,-0.10506986081600189,0.8095341324806213,0.03541731834411621,-0.31998729705810547,0.05126938968896866,-0.40897035598754883,-0.19460870325565338,-0.014187350869178772,0.2204882800579071,0.1066478043794632,0.5736619234085083,-1.3432890176773071,-0.6330885291099548,0.3836989402770996,-0.602677047252655,-1.5261454582214355,-0.29068511724472046,0.3858241184349578,-0.11794712260783921,-0.0528070388352565,0.2299376275826924,-0.190132980780066,-0.21324182707614872,0.049977322299252974,-0.032739300107674535,-0.11482796659096292,-0.7832987154538181,0.16034359373600027,0.16117481735389957,-0.039476172310108304,-1.6315091535691306,1.6186850108192696,0.000922804505849386,0.006830592292451251,-1.5668375529199488,-3.7976221110586934,15.720709763439736,-0.003546837717294693,0.055122070014476776,0.0266619510948658,0.14341548085212708,-0.3358222544193268,-0.1582721322774887,0.0959247350692749,-0.15066926181316376,-0.3815363645553589,-0.07267127931118011,-8.26844990425305,9.90062710527726,1.707808315532771,1.433641591484779,-5.001744306097069,1.096625482455652,2.736352989323962,2.341913424650062,-4.609637544687676,-46.45150185417657
380,-0.5555702447891235,-0.8314695954322815,0.800000011920929,0.0,0.0,0.38885143399238586,-0.11803940683603287,-0.05169777572154999,0.2193201631307602,-0.18260502815246582,-0.21309421956539154,0.05085291340947151,-0.04021181911230087,-0.13790002465248108,-0.7726937532424927,0.00839831680059433,0.004324480425566435,0.04891098663210869,-0.0824311226606369,0.7258738279342651,-0.0001259856653632596,0.0015207765391096473,-0.04698823392391205,-0.0756225734949112,0.7519283294677734,-0.014187350869178772,0.2204882800579071,0.1066478043794632,0.5736619234085083,-1.3432890176773071,-0.6330885291099548,0.3836989402770996,-0.602677047252655,-1.5261454582214355,-0.29068511724472046,0.7497182488441467,-0.32025617361068726,-0.303093284368515,0.060298722237348557,-0.4106800854206085,-0.1978551745414734,-0.09752772748470306,0.0374017171561718,0.028018437325954437,0.7276920676231384,-0.9638990759849548,-0.5281956195831299,0.368264377117157,-0.8324127197265625,-1.349047303199768,-0.14620734751224518,0.38885143479054374,-0.11803940403909843,-0.051697774196801376,0.21932016190301062,-0.18260502789775612,-0.21309422236090078,0.050852912231592266,-0.040211819308061,-0.13790002883023542,-0.772693762059017,0.16796634522913423,0.08648960997751265,0.9782197156177194,-1.6486224949560395,14.517476399726476,-0.00251971322986436,0.03041552977784573,-0.9397647079845473,-1.5124515162375547,15.038566414624935,-0.024381931871175766,0.00935042928904295,0.007004609331488609,0.1819230169057846,-0.2409747689962387,-0.13204890489578247,0.09206609427928925,-0.20810317993164062,-0.337261825799942,-0.036551836878061295,-8.768566368921793,7.383921169755945,-1.7606114762873584,3.449981684979078,-43.61079894027791,1.6284654889919594,2.3815443335282818,-0.5385330885179509,-7.424353269469731,-44.37955731869385
390,-0.6343932747840881,-0.7730104327201843,0.800000011920929,0.0,0.0,0.389821857213974,-0.1182708740234375,-0.0486798994243145,0.2153647094964981,-0.169317826628685,-0.2130197286605835,0.05078783258795738,-0.05139845237135887,-0.14654186367988586,-0.7671554088592529,0.006135671865195036,0.0060942769050598145,0.028876928612589836,-0.0589509978890419,1.3130171298980713,0.00028971597203053534,0.0007604965358041227,-0.05197816342115402,-0.025891654193401337,0.7343901991844177,-0.09752772748470306,0.0374017171561718,0.028018437325954437,0.7276920676231384,-0.9638990759849548,-0.5281956195831299,0.368264377117157,-0.8324127197265625,-1.349047303199768,-0.14620734751224518,0.8644669055938721,-0.4104095995426178,-0.2927429974079132,0.07070037722587585,-0.41497498750686646,-0.20102877914905548,-0.14325809478759766,-0.08472153544425964,0.07986123859882355,0.7043318152427673,-1.036375880241394,-0.4986732602119446,0.36016950011253357,-0.7167762517929077,-1.3033970594406128,-0.41823530197143555,0.389821860775867,-0.11827087314718929,-0.04867990059852866,0.21536470512157113,-0.16931782309025004,-0.2130197338151174,0.05078783408695234,-0.051398452852487286,-0.1465418627310179,-0.7671554045002266,0.12271343710557185,0.12188554121901496,0.5775385678218397,-1.1790199829423236,26.260343092976996,0.005794319437649614,0.015209930543004317,-1.0395632607036485,-0.5178330972317051,14.68780388041202,-0.035814523696899414,-0.02118038386106491,0.019965309649705887,0.17608295381069183,-0.2590939700603485,-0.12466831505298615,0.09004237502813339,-0.17919406294822693,-0.3258492648601532,-0.10455882549285889,-8.880868000772043,5.459772733510418,-0.35971149850082784,1.965789896391799,-78.87080542590108,1.7496454169296765,2.30964266484185,0.562777580196153,-9.204944836053002,-43.40081506222869
400,-0.7071067690849304,-0.7071067690849304,0.800000011920929,0.0,0.0,0.390071839094162,-0.11834868788719177,-0.048063214868307114,0.2152656465768814,-0.1571282148361206,-0.2129223346710205,0.0509774386882782,-0.05964570865035057,-0.1491846740245819,-0.7631965279579163,0.000556947838049382,-0.0007258556433953345,-0.0018458928680047393,0.001051516504958272,-0.045813772827386856,0.00021187674428801984,0.0009744279086589813,-0.03846235200762749,-0.007892784662544727,0.7307881712913513,-0.14325809478759766,-0.08472153544425964,0.07986123859882355,0.7043318152427673,-1.036375880241394,-0.4986732602119446,0.36016950011253357,-0.7167762517929077,-1.3033970594406128,-0.41823530197143555,0.8692571520805359,-0.42849603295326233,-0.23400267958641052,0.0810827985405922,-0.41830357909202576,-0.20474475622177124,-0.16075707972049713,-0.19590015709400177,0.08000773936510086,0.45744067430496216,-1.1618901491165161,-0.5867528319358826,0.30505672097206116,-0.6728342175483704,-1.3751282691955566,-0.7283743619918823,0.3900718335037198,-0.11834868778245432,-0.048063213739879526,0.21526565372052148,-0.15712822063985285,-0.21292233533317811,0.0509774392146917,-0.059645710414526924,-0.14918467566457522,-0.7631965028665011,0.011138956779693314,-0.014517112328187157,-0.036917858338170996,0.021030330547213556,-0.9162754913915064,0.004237534854868606,0.019488558551465463,-0.7692470064350949,-0.15785568583207918,14.615763159090292,-0.04018926993012428,-0.04897503927350044,0.020001934841275215,0.11436016857624054,-0.29047253727912903,-0.14668820798397064,0.07626418024301529,-0.1682085543870926,-0.34378206729888916,-0.18209359049797058,-8.638638939015962,4.205970247521794,1.4720565466376079,-4.099310397412879,2.615482157535243,1.3119699424195437,1.458738786045019,0.13648413985397134,-11.2022764405626,-43.26618656490235
410,-0.7730104327201843,-0.6343932747840881,0.800000011920929,0.0,0.0,0.38979190587997437,-0.11790657788515091,-0.04831372946500778,0.21719402074813843,-0.1648084819316864,-0.21280209720134735,0.05116379261016846,-0.06696482002735138,-0.1501087099313736,-0.7577800750732422,-0.0013667631428688765,0.0053850444965064526,-0.0033303042873740196,0.03140267729759216,-0.011380215175449848,0.00027628589305095375,-0.00028849320369772613,-0.030186453834176064,-0.003224130952730775,0.7495265007019043,-0.16075707972049713,-0.19590015709400177,0.08000773936510086,0.45744067430496216,-1.1618901491165161,-0.5867528319358826,0.30505672097206116,-0.6728342175483704,-1.3751282691955566,-0.7283743619918823,1.014320731163025,-0.616500973701477,-0.4074839949607849,0.09077420830726624,-0.42394909262657166,-0.2075638324022293,-0.11635525524616241,-0.14047424495220184,0.027166128158569336,0.36796069145202637,-1.6846954822540283,-0.6160506010055542,0.43284809589385986,-0.54484623670578,-1.4618030786514282,-1.2947402000427246,0.38979190007234293,-0.11790657529146406,-0.04831372913335835,0.2171940202106202,-0.1648084857523992,-0.21280209122150306,0.05116379260464619,-0.06696481909147264,-0.15010871177742596,-0.7577801032428215,-0.027335262306401625,0.10770088954806883,-0.06660608767535578,0.6280535463844416,-0.22760429993356357,0.005525718004501296,-0.005769863802861191,-0.6037290792838061,-0.06448262066545316,14.990530607166182,-0.029088813811540604,-0.03511856123805046,0.006791532039642334,0.09199017286300659,-0.4211738705635071,-0.15401265025138855,0.10821202397346497,-0.136211559176445,-0.36545076966285706,-0.32368505001068115,-8.295608490758466,4.64417817456061,1.3019234864860811,-6.892314533057869,0.42644751498958283,1.1592116653887865,3.4402034735377103,0.4262524361519713,-12.727075611129505,-44.53749676826641
420,-0.8314695954322815,-0.5555702447891235,0.800000011920929,0.0,0.0,0.39398497343063354,-0.11721665412187576,-0.051089540123939514,0.22164388000965118,-0.16664381325244904,-0.2126828134059906,0.050726085901260376,-0.07083901017904282,-0.15075689554214478,-0.7465438842773438,0.037762854248285294,0.00022134358005132526,-0.021680552512407303,0.016178909689188004,-0.007266022264957428,0.00013585768465418369,-0.004043515771627426,-0.015749840065836906,-0.005088558420538902,0.7810928821563721,-0.11635525524616241,-0.14047424495220184,0.027166128158569336,0.36796069145202637,-1.6846954822540283,-0.6160506010055542,0.43284809589385986,-0.54484623670578,-1.4618030786514282,-1.2947402000427246,0.971135139465332,-0.9503178000450134,-0.8079614043235779,0.10429541766643524,-0.4302259385585785,-0.21604210138320923,-0.19910003244876862,0.07140721380710602,0.12530046701431274,0.41438961029052734,-2.1205787658691406,-0.5327224135398865,0.7913920879364014,-0.10347072035074234,-1.600599765777588,-1.7998300790786743,0.393984969232271,-0.1172166523728811,-0.051089539799395726,0.22164387478250258,-0.16664380918417981,-0.21268280911555434,0.050726086923534974,-0.0708390122698241,-0.15075690242829495,-0.7465438890674253,0.7552570738490479,0.004426871538037114,-0.4336110433656044,0.323578185383044,-0.14532044807733285,0.0027171538263909244,-0.08087031499117686,-0.31499680431744925,-0.10177116592109245,15.62185779549015,-0.049775008112192154,0.017851803451776505,0.031325116753578186,0.10359740257263184,-0.5301446914672852,-0.13318060338497162,0.19784802198410034,-0.025867680087685585,-0.400149941444397,-0.4499575197696686,-11.140970768436407,8.090826734865345,2.949126261156292,-5.692593444543962,0.07246046194889322,1.581892653132482,9.069927048607454,1.844417056595118,-14.658268843202844,-46.568987017172695
430,-0.8819212913513184,-0.4713967442512512,0.800000011920929,0.0,0.0,0.4074857831001282,-0.1185421347618103,-0.05756640061736107,0.223282590508461,-0.16917741298675537,-0.21250006556510925,0.04996570944786072,-0.06663159281015396,-0.15217572450637817,-0.7281543016433716,0.09085991978645325,-0.01324988342821598,-0.04064644128084183,0.002297867788001895,-0.014854760840535164,0.0004940441576763988,-0.005055231507867575,0.022276978939771652,-0.009795858524739742,0.8206430077552795,-0.19910003244876862,0.07140721380710602,0.12530046701431274,0.41438961029052734,-2.1205787658691406,-0.5327224135398865,0.7913920879364014,-0.10347072035074234,-1.600599765777588,-1.7998300790786743,0.8478359580039978,-1.444785237312317,-1.2090259790420532,0.11900320649147034,-0.4414789378643036,-0.22864210605621338,-0.22385339438915253,-0.09567123651504517,0.19177132844924927,0.4530862271785736,-2.301393508911133,-0.5780709385871887,1.1204124689102173,0.3240375518798828,-1.6431056261062622,-1.6977466344833374,0.4074857947500024,-0.11854213592267274,-0.057566400902660575,0.22328259139328233,-0.16917741950928036,-0.21250006848398742,0.049965708058138075,-0.06663159239589686,-0.15217572194737802,-0.7281542778678349,1.8171983221347154,-0.2649976625635548,-0.8129288556778951,0.045957354358814664,-0.2970952113403518,0.009880883011174199,-0.1011046287590587,0.4455395694090823,-0.19591716332445797,16.412859876907966,-0.05596334859728813,-0.02391780912876129,0.04794283211231232,0.1132715567946434,-0.5753483772277832,-0.14451773464679718,0.2801031172275543,0.0810093879699707,-0.41077640652656555,-0.42443665862083435,-14.720577833349957,6.47245259532535,4.548971227333143,-4.538313447022001,0.48511467630255245,1.330004027710282,14.11155843644215,1.6162008990901044,-14.928289584777875,-48.934862011476895
440,-0.9238795042037964,-0.3826834261417389,0.800000011920929,0.0,0.0,0.41121217608451843,-0.11863836646080017,-0.05386248603463173,0.2291920781135559,-0.1420471966266632,-0.2122364640235901,0.05101357027888298,-0.057484403252601624,-0.1552169770002365,-0.706075131893158,0.008965592831373215,0.007147297728806734,0.03578033670783043,-0.08428756147623062,1.3280373811721802,0.0008953326032496989,0.003105410374701023,0.04477497935295105,-0.018590671941637993,0.8268755078315735,-0.22385339438915253,-0.09567123651504517,0.19177132844924927,0.4530862271785736,-2.301393508911133,-0.5780709385871887,1.1204124689102173,0.3240375518798828,-1.6431056261062622,-1.6977466344833374,0.9467813372612,-1.0733245611190796,-0.908115565776825,0.13332012295722961,-0.45188599824905396,-0.2421054095029831,-0.19886095821857452,0.00017313938587903976,0.21888510882854462,0.6128650307655334,-2.222080945968628,-0.6791552305221558,1.3549808263778687,0.3379984200000763,-1.6134135723114014,-1.4308183193206787,0.41121218892427647,-0.11863836778781432,-0.053862485625434234,0.22919207413384607,-0.14204720159119413,-0.21223646235680294,0.05101357011329226,-0.05748440459152344,-0.1552169829966785,-0.7060751076363935,0.1793118586038846,0.14294595279117855,0.7156067266541637,-1.6857512349395973,26.560748762826222,0.017906651767314874,0.062108208429003026,0.8954995642947894,-0.3718134331884464,16.537510304846986,-0.04971523955464363,4.328484646975994e-05,0.054721277207136154,0.15321625769138336,-0.555520236492157,-0.16978880763053894,0.33874520659446716,0.08449960500001907,-0.40335339307785034,-0.3577045798301697,-9.756484145390056,6.69206129968351,0.024855076688916622,2.0182210471202837,-80.09571932337963,0.7952331392233353,17.07757356358348,0.15318149894648236,-13.772744305304972,-49.26416038673473
450,-0.9569403529167175,-0.290284663438797,0.800000011920929,0.0,0.0,0.4116198718547821,-0.11865884810686111,-0.05513088032603264,0.2422761172056198,-0.1604212522506714,-0.21194340288639069,0.05157472938299179,-0.049264926463365555,-0.158181831240654,-0.6829747557640076,0.002615484641864896,0.0005062297568656504,-0.005656943656504154,0.057534974068403244,-0.052662380039691925,0.0010553342290222645,0.002454600064083934,0.043833859264850616,-0.014792759902775288,0.8294020295143127,-0.19886095821857452,0.00017313938587903976,0.21888510882854462,0.6128650307655334,-2.222080945968628,-0.6791552305221558,1.3549808263778687,0.3379984200000763,-1.6134135723114014,-1.4308183193206787,1.161473035812378,-0.9160315990447998,-0.7169340252876282,0.14924010634422302,-0.46051642298698425,-0.25111326575279236,-0.14469030499458313,-0.1509542018175125,0.24095788598060608,0.3492647707462311,-2.60553240776062,-0.8618115782737732,0.9996264576911926,0.47436824440956116,-1.7855945825576782,-1.7305819988250732,0.4116198702393941,-0.11865884798110667,-0.055130881429833564,0.242276122243856,-0.16042125868291182,-0.21194340963399638,0.05157472804888538,-0.04926492552327648,-0.15818183197950328,-0.6829747759773205,0.05230969222108703,0.0101245951978942,-0.113138874440742,1.150699464794789,-1.0532476312827295,0.021106685345593963,0.04909200099356818,0.876677200291271,-0.2958551912904839,16.588040675517348,-0.03617257624864578,-0.03773855045437813,0.06023947149515152,0.08731619268655777,-0.651383101940155,-0.2154528945684433,0.24990661442279816,0.11859206110239029,-0.44639864563941956,-0.4326454997062683,-9.112778006424058,4.82484406601003,2.6468236818219273,-9.650495576676295,2.6687810505909453,-0.13350975472572021,11.75263717945406,0.7271081316395223,-16.40544324572352,-49.51379275028099
460,-0.9807852506637573,-0.19509032368659973,0.800000011920929,0.0,0.0,0.4146934151649475,-0.11808168888092041,-0.05749456211924553,0.25213193893432617,-0.1678377389907837,-0.21169619262218475,0.05149390548467636,-0.03844955936074257,-0.16112805902957916,-0.6555029153823853,0.036895982921123505,0.0021662637591362,-0.021144820377230644,0.03831589221954346,-0.022011123597621918,0.0006082333857193589,-0.00392988370731473,0.056998178362846375,-0.01539892889559269,0.8689114451408386,-0.14469030499458313,-0.1509542018175125,0.24095788598060608,0.3492647707462311,-2.60553240776062,-0.8618115782737732,0.9996264576911926,0.47436824440956116,-1.7855945825576782,-1.7305819988250732,1.2321668863296509,-1.107682228088379,-0.98817378282547,0.1645222157239914,-0.46807363629341125,-0.2620902359485626,-0.16985520720481873,-0.2340896874666214,0.23789376020431519,0.28657394647598267,-2.923232078552246,-0.8931974172592163,0.939091145992279,0.7405340075492859,-1.8244738578796387,-2.001882553100586,0.4146934046977331,-0.11808169085686956,-0.0574945634952664,0.25213192564443276,-0.16783773883258787,-0.2116961946830067,0.051493904486876484,-0.03844955927256803,-0.16112805416367984,-0.6555029333840492,0.7379196471492734,0.0433252746723219,-0.4228963927548034,0.7663178121762145,-0.4402224558690877,0.012164668244984897,-0.07859767629381376,1.139963576457634,-0.30797856970631055,17.3782286955455,-0.04246380180120468,-0.05852242186665535,0.059473440051078796,0.07164348661899567,-0.7308080196380615,-0.22329935431480408,0.23477278649806976,0.18513350188732147,-0.45611846446990967,-0.5004706382751465,-11.356903071426574,3.443580315395887,3.608049249191314,-9.518490997546127,0.7576970868017895,-0.268557197370902,11.232525949553036,1.0517704938248884,-16.775488909254857,-51.97965379152759
